paket_numarasi,uydu_statusu,hata_kodu,gonderme_saat,basinc1,basinc2,yukseklik1,yukseklik2,irtifa_farki,inis_hizi,sicaklik,pil_gerilim,gps_latitude,gps_longitude,gps_altitude,pitch,yaw,roll,takim_no,video_aktarim_bilgisi
236,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.3600000000000136,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
237,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.0900000000000318,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,230.0
238,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.1800000000000636,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,239.0
242,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.0,16.5,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,243.0
244,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.3600000000000136,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
247,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.3599999999998999,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
248,0,1/0/0/0/0,Time,92717,0,742.65,0,742.65,-0.0900000000000318,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
249,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.2699999999999818,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
250,0,1/0/0/0/0,Time,92718,0,742.56,0,742.56,-0.1799999999999499,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
251,0,1/1/0/0/0,Time,92718,0,742.56,0,742.56,0.0,16.4,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
252,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
253,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
254,0,1/1/0/0/0,Time,92714,0,742.92,0,742.92,0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
255,0,1/0/0/0/0,Time,92712,0,743.1,0,743.1,-0.1800000000000636,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
256,0,1/1/0/0/0,Time,92716,0,742.74,0,742.74,0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,245.0
257,0,1/0/0/0/0,Time,92713,0,743.01,0,743.01,-0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
259,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.0900000000000318,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
260,0,1/0/0/0/0,Time,92715,0,742.83,0,742.83,-0.4500000000000455,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
261,0,1/1/0/0/0,Time,92719,0,742.47,0,742.47,0.3600000000000136,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
262,0,1/1/0/0/0,Time,92722,0,742.2,0,742.2,0.2699999999999818,16.3,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
263,0,1/0/0/0/0,Time,92714,0,742.92,0,742.92,-0.7199999999999136,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
264,0,1/1/0/0/0,Time,92715,0,742.83,0,742.83,0.0899999999999181,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
265,0,1/1/0/0/0,Time,92720,0,742.38,0,742.38,0.4500000000000455,16.2,0,39.94623715221963,32.69056253482102,0,0.0,0.0,0.0,134101,258.0
